essay_id,essay_text,sentence_tokens,word_tokens,avg_sentence_length,avg_word_length,lexical_richness,grammar_score,coherence_score,content_relevance_score,final_score
576,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",8.875,7.103448275862069,0.5352112676056338,9.51,7.99,9.22,8.97
577,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.75,7.275862068965517,0.8285714285714286,6.05,7.99,9.6,7.7
578,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.25,6.967741935483871,0.7837837837837838,5.72,5.06,6.95,5.89
579,"Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.25,6.967741935483871,0.7837837837837838,5.58,6.69,5.88,6.0
580,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.0,6.78125,0.4444444444444444,5.8,5.6,9.11,6.73
581,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.166666666666666,6.782608695652174,0.7272727272727273,7.17,5.04,8.69,6.99
582,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.5,6.2615384615384615,0.5394736842105263,9.02,6.43,9.28,8.32
583,"Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.25,6.967741935483871,0.7837837837837838,6.16,7.82,9.36,7.62
584,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.333333333333334,6.804347826086956,0.5357142857142857,7.82,9.39,5.98,7.74
585,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.125,6.625,0.589041095890411,7.37,6.1,5.33,6.38
586,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.333333333333334,6.468085106382978,0.7321428571428571,8.48,6.71,7.75,7.73
587,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.166666666666666,6.680851063829787,0.8,5.38,6.42,7.95,6.46
588,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.75,7.275862068965517,0.8285714285714286,6.17,5.89,7.06,6.35
589,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.333333333333334,6.4,0.8214285714285714,5.81,7.39,6.33,6.44
590,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.75,6.114285714285714,0.8205128205128205,5.45,8.88,5.53,6.5
591,Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.166666666666666,6.354166666666667,0.7636363636363637,6.86,7.89,5.46,6.75
592,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.375,6.484375,0.7333333333333333,5.59,8.42,6.97,6.85
593,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.125,6.612903225806452,0.726027397260274,6.43,8.06,8.54,7.55
594,Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.25,6.333333333333333,0.8378378378378378,8.6,5.61,5.52,6.78
595,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.833333333333334,7.348837209302325,0.5471698113207547,7.02,6.0,5.71,6.32
596,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.0,6.852459016393443,0.7361111111111112,9.4,5.41,7.25,7.56
597,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.25,6.333333333333333,0.8378378378378378,5.62,9.74,5.69,6.88
598,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.75,7.275862068965517,0.8285714285714286,6.58,9.45,6.24,7.34
599,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.75,6.114285714285714,0.8205128205128205,8.06,5.99,9.13,7.76
600,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.75,7.275862068965517,0.4142857142857143,8.74,9.25,7.38,8.49
601,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.75,6.088235294117647,0.38461538461538464,7.59,7.67,9.97,8.33
602,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.0,6.931034482758621,0.6944444444444444,9.62,5.49,6.53,7.45
